paper,form,label,qid,page,flags
eju-2009-2-science-ja,PHYSICS_JA,問3,q_bebe837118819f7c294b6170,11,latex_in_text;explicit_figure_reference
eju-2009-2-science-ja,PHYSICS_JA,問1,q_4620bbfc7b198b73e04f5dfe,15,latex_in_text
eju-2009-2-science-ja,PHYSICS_JA,問2,q_81e0c83b7693b500e8fb2f12,16,explicit_figure_reference;duplicate_options
eju-2009-2-science-ja,PHYSICS_JA,問3,q_0e9dedfe2747ed95519c18b3,17,latex_in_text
eju-2009-2-science-ja,PHYSICS_JA,問5,q_199e2790fd7f49165755b2bf,19,latex_in_text
eju-2009-2-science-ja,CHEMISTRY_JA,問1,q_2eaee9348bfd00c72f6a0e01,21,latex_in_text
eju-2009-2-science-ja,CHEMISTRY_JA,問3,q_948f243cb1ed65ae6735a98d,23,raw_html
eju-2009-2-science-ja,CHEMISTRY_JA,問4,q_a99a69c3a31767460b71f716,23,latex_in_text
eju-2009-2-science-ja,CHEMISTRY_JA,問5,q_764132232aabcd4b2eb5fa61,23,latex_in_text
eju-2009-2-science-ja,CHEMISTRY_JA,問9,q_e866fda0fafb0287b081770b,25,latex_in_text
eju-2009-2-science-ja,CHEMISTRY_JA,問10,q_66e06b1f084aaf76ad2d244d,25,latex_in_text
eju-2009-2-science-ja,CHEMISTRY_JA,問11,q_51b70f6e76a05a398910c66b,26,latex_in_text
eju-2009-2-science-ja,CHEMISTRY_JA,問13,q_5a278b7a637b37bb78bf5d1b,28,latex_in_text
eju-2009-2-science-ja,CHEMISTRY_JA,問14,q_991b53e686194ab1bca6bd79,28,latex_in_text
eju-2009-2-science-ja,CHEMISTRY_JA,問19,q_a45193db3343a29fae2cc2e1,30,latex_in_text
eju-2009-2-science-ja,BIOLOGY_JA,問3,q_e8a26a3de7d4bf4f574acfcb,34,latex_in_text
eju-2009-2-science-ja,BIOLOGY_JA,問4(1),q_97b0d191b633b4505622424b,35,explicit_figure_reference
eju-2009-2-science-ja,BIOLOGY_JA,問4(2),q_d39a7aee261fd27115aeba71,35,explicit_figure_reference
eju-2009-2-science-ja,BIOLOGY_JA,問6,q_a3bb2553bb5c665927515291,37,explicit_figure_reference
eju-2009-2-science-ja,BIOLOGY_JA,問9,q_9dd270477f3b2a09b276858b,41,explicit_figure_reference
eju-2009-2-science-ja,BIOLOGY_JA,問15,q_0bfc3648f2783670643b46ac,45,explicit_figure_reference
eju-2010-1-japan-world-ja,JAPAN_AND_WORLD_JA,問1(1),q_074e0df2e9a1800ca64d472d,2,underline_reference
eju-2010-1-japan-world-ja,JAPAN_AND_WORLD_JA,問2(3),q_08e736c7eefa60d5ccdbf601,6,markdown_table;underline_reference
eju-2010-1-japan-world-ja,JAPAN_AND_WORLD_JA,問5,q_9e88a70b820941314e77944f,8,explicit_figure_reference
eju-2010-1-japan-world-ja,JAPAN_AND_WORLD_JA,問7,q_8e179df00f736c8b13cb72f1,9,explicit_figure_reference
eju-2010-1-japan-world-ja,JAPAN_AND_WORLD_JA,問25(2),q_7c1a3386a656046b8a765aa6,20,underline_reference
eju-2010-1-japan-world-ja,JAPAN_AND_WORLD_JA,問28(1),q_a6958e3333b5cef13eabe136,22,underline_reference
eju-2010-1-japan-world-ja,JAPAN_AND_WORLD_JA,問28(2),q_91b12d32e1d5b27455d96986,22,underline_reference
eju-2010-1-math-c1-ja,MATHEMATICS_COURSE_1_JA,第III問,q_2aa2234bb8f41ea9e42b78bc,1,latex_in_text;guidance_as_question
eju-2010-1-math-c1-ja,MATHEMATICS_COURSE_1_JA,I 問1,q_590a6126f544d570554f728e,3,latex_in_text
eju-2010-1-math-c1-ja,MATHEMATICS_COURSE_1_JA,I 問2,q_7371d8c8c31161a3021467b2,5,latex_in_text
eju-2010-1-math-c1-ja,MATHEMATICS_COURSE_1_JA,II 問2,q_a87412ace8da719d9c53dc5f,9,latex_in_text;explicit_figure_reference
eju-2010-1-science-ja,PHYSICS_JA,問6,q_8eab2656b1680f4a3c00225b,8,latex_in_text
eju-2010-1-science-ja,PHYSICS_JA,問7,q_5b8a4b6b5e48b7b260fec453,9,latex_in_text
eju-2010-1-science-ja,PHYSICS_JA,問1,q_0b5b7497e8d027351b26fd66,10,latex_in_text
eju-2010-1-science-ja,PHYSICS_JA,問2,q_6feb9affa2d94aeb8c58a02b,11,latex_in_text
eju-2010-1-science-ja,PHYSICS_JA,問1,q_a1b393f0351d08df3563bd1a,13,explicit_figure_reference
eju-2010-1-science-ja,PHYSICS_JA,問2,q_e6e273a775329f15fc70ca48,14,latex_in_text
eju-2010-1-science-ja,PHYSICS_JA,問1,q_98341437f252c940504f723b,17,latex_in_text
eju-2010-1-science-ja,PHYSICS_JA,問2,q_5ee89915eb5adc823e2a224b,18,latex_in_text;explicit_figure_reference;duplicate_options
eju-2010-1-science-ja,PHYSICS_JA,問5,q_0d24ae1094e982d18e2d914c,20,latex_in_text
eju-2010-1-science-ja,CHEMISTRY_JA,問1,q_188a2b7db2265130ef82908b,23,latex_in_text
eju-2010-1-science-ja,CHEMISTRY_JA,問3,q_911cf3a5f329f59f1f231f34,24,latex_in_text
eju-2010-1-science-ja,CHEMISTRY_JA,問5,q_5d37a3f67dd588ffaab96d33,25,explicit_figure_reference
eju-2010-1-science-ja,CHEMISTRY_JA,問6,q_312d810c225e9536bae58346,26,latex_in_text
eju-2010-1-science-ja,CHEMISTRY_JA,問7,q_a44549d66235137322d4b8dc,26,latex_in_text
eju-2010-1-science-ja,CHEMISTRY_JA,問8,q_96f089ac7ce00e0e6dbb894e,27,latex_in_text
eju-2010-1-science-ja,CHEMISTRY_JA,問12,q_4ff93d5e6db0904368f0b594,30,latex_in_text
eju-2010-1-science-ja,CHEMISTRY_JA,問15,q_6ee70da6bf6f09010cd77273,32,explicit_figure_reference
eju-2010-1-science-ja,CHEMISTRY_JA,問16,q_6fc98f6c4425842a35434606,33,latex_in_text
eju-2010-1-science-ja,CHEMISTRY_JA,問19,q_92822689ca809d28e9f6c447,34,latex_in_text
eju-2010-1-science-ja,BIOLOGY_JA,問4,q_889afbe1d16bd073df7a5fa1,39,explicit_figure_reference
eju-2010-1-science-ja,BIOLOGY_JA,問5,q_cf942e53b558b2b713269324,40,latex_in_text
eju-2010-1-science-ja,BIOLOGY_JA,問6(1),q_a78a65956b45d3b5c501f7f9,41,explicit_figure_reference
eju-2010-1-science-ja,BIOLOGY_JA,問6(2),q_1a6bab5f7f8a526e438a400e,42,latex_in_text;explicit_figure_reference
eju-2010-1-science-ja,BIOLOGY_JA,問7(1),q_7c65d8f34be75aecf854c9a4,43,explicit_figure_reference
eju-2010-1-science-ja,BIOLOGY_JA,問7(2),q_8c89c65ff474591a3d572db5,44,explicit_figure_reference
eju-2010-2-japan-world-ja,JAPAN_AND_WORLD_JA,問1(4),q_cbc9f12c0158d3ae113870ef,3,underline_reference
eju-2010-2-japan-world-ja,JAPAN_AND_WORLD_JA,問2(1),q_82c1bb901615c95676b9adb3,4,underline_reference
eju-2010-2-japan-world-ja,JAPAN_AND_WORLD_JA,問2(2),q_32d038adbdd4458b17069cba,5,underline_reference
eju-2010-2-japan-world-ja,JAPAN_AND_WORLD_JA,問2(3),q_e9fedd922514b75373fcc9dd,5,underline_reference
eju-2010-2-japan-world-ja,JAPAN_AND_WORLD_JA,問11,q_416c084e669b24757f2a579c,10,explicit_figure_reference
eju-2010-2-japan-world-ja,JAPAN_AND_WORLD_JA,問13,q_f36265a81849758d358b133c,11,explicit_figure_reference;underline_reference
eju-2010-2-japan-world-ja,JAPAN_AND_WORLD_JA,問14,q_7bea83e2e94bd02828c179ab,12,explicit_figure_reference
eju-2010-2-japan-world-ja,JAPAN_AND_WORLD_JA,問17,q_21d21d31a69fae33e8f7c722,13,explicit_figure_reference
eju-2010-2-japan-world-ja,JAPAN_AND_WORLD_JA,問22,q_bf914f3e80e1aad40e3b2a87,16,underline_reference
eju-2010-2-japan-world-ja,JAPAN_AND_WORLD_JA,問25(1),q_46c38a5016bc0d9201f22883,18,underline_reference
eju-2010-2-science-ja,PHYSICS_JA,問2,q_5a34eed2934ee276dc3fc41b,4,latex_in_text;explicit_figure_reference;duplicate_options
eju-2010-2-science-ja,PHYSICS_JA,問4,q_feafda60504066a77f37263a,6,latex_in_text
eju-2010-2-science-ja,PHYSICS_JA,問5,q_91e2a9365d66b7e6d5d87089,7,latex_in_text
eju-2010-2-science-ja,PHYSICS_JA,問6,q_ca59b8c55ba25ffc0a24f386,8,latex_in_text
eju-2010-2-science-ja,PHYSICS_JA,問7,q_ebca452324bbf3ae221324e0,9,latex_in_text
eju-2010-2-science-ja,PHYSICS_JA,問2,q_5480d134fa933453a60b4706,11,latex_in_text
eju-2010-2-science-ja,PHYSICS_JA,問3,q_4009374e33f4dba6cf86867c,12,latex_in_text
eju-2010-2-science-ja,PHYSICS_JA,問1,q_69ea5b22e8d77e0271a41bfb,13,latex_in_text
eju-2010-2-science-ja,PHYSICS_JA,問2,q_83af1beeb7457615cbdf5140,14,explicit_figure_reference
eju-2010-2-science-ja,PHYSICS_JA,問2,q_d1430d3a6617d5a1b98cfe10,16,latex_in_text
eju-2010-2-science-ja,PHYSICS_JA,問3,q_aba2a02679f2a32a9669f7f0,17,latex_in_text
eju-2010-2-science-ja,PHYSICS_JA,問4,q_575ada8368e841a58ac88632,18,latex_in_text;explicit_figure_reference
eju-2010-2-science-ja,CHEMISTRY_JA,問7,q_71a090fcd66a5865401e343e,27,underline_reference
eju-2010-2-science-ja,CHEMISTRY_JA,問9,q_4563688dadcd473a9ee62ba5,27,latex_in_text
eju-2010-2-science-ja,CHEMISTRY_JA,問10,q_88c43a473568386749232389,28,explicit_figure_reference
eju-2010-2-science-ja,CHEMISTRY_JA,問11,q_5a6f84afb9906f8dde1343b9,28,latex_in_text;underline_reference
eju-2010-2-science-ja,CHEMISTRY_JA,問12,q_52f62ac7545bd52e79475dc2,29,latex_in_text
eju-2010-2-science-ja,CHEMISTRY_JA,問13,q_e35631070f2af01f6c891d84,29,latex_in_text
eju-2010-2-science-ja,CHEMISTRY_JA,問16,q_fe15b4bda0370f2af4bba403,31,latex_in_text
eju-2010-2-science-ja,CHEMISTRY_JA,問17,q_c16f2644f7519dabd7e6dd4d,31,latex_in_text
eju-2010-2-science-ja,CHEMISTRY_JA,問18,q_b3df233c248cefc5941f536e,31,latex_in_text
eju-2010-2-science-ja,CHEMISTRY_JA,問20,q_f728d3f16b930106360a21dd,32,latex_in_text
eju-2010-2-science-ja,BIOLOGY_JA,問5,q_e3e3d07917ef1c338b6f02f7,36,duplicate_options
eju-2010-2-science-ja,BIOLOGY_JA,問7,q_3f4a37a142b4898b8bd607d5,37,explicit_figure_reference
eju-2011-1-japan-world-ja,JAPAN_AND_WORLD_JA,問1(2),q_d318eef69a833b6445802ff8,3,underline_reference
eju-2011-1-japan-world-ja,JAPAN_AND_WORLD_JA,問1(3),q_399abafe05f99dbc294921e8,3,underline_reference
eju-2011-1-japan-world-ja,JAPAN_AND_WORLD_JA,問1(4),q_ee9de28e05c78b155ba965a3,4,underline_reference
eju-2011-1-japan-world-ja,JAPAN_AND_WORLD_JA,問2(1),q_96eef3d783d1eecb2f0fdccc,5,underline_reference
eju-2011-1-japan-world-ja,JAPAN_AND_WORLD_JA,問2(2),q_8cd610cd7b925317a299acc2,5,underline_reference
eju-2011-1-japan-world-ja,JAPAN_AND_WORLD_JA,問2(4),q_c966676005977910efdf5f62,6,underline_reference
eju-2011-1-math-c1-ja,MATHEMATICS_COURSE_1_JA,第III問,q_3b594471ebb20a8bbb347297,1,latex_in_text;guidance_as_question
eju-2011-1-math-c1-ja,MATHEMATICS_COURSE_1_JA,I 問1,q_30a39c2b05add38c86c5e570,3,latex_in_text
eju-2011-1-math-c1-ja,MATHEMATICS_COURSE_1_JA,I 問2,q_8c8a58c35541f171ff848aa4,5,latex_in_text
eju-2011-1-math-c1-ja,MATHEMATICS_COURSE_1_JA,II 問1,q_755a72b9e56cb52eca67b8b5,7,latex_in_text
eju-2011-1-math-c1-ja,MATHEMATICS_COURSE_1_JA,II 問2,q_1e142a90e587edfe52472b40,9,latex_in_text
eju-2011-1-science-ja,PHYSICS_JA,問2,q_877cdc1ac9763fe8eba77592,4,latex_in_text;explicit_figure_reference
eju-2011-1-science-ja,PHYSICS_JA,問3,q_b0ee357b2df3dee5b86c180f,5,latex_in_text
eju-2011-1-science-ja,PHYSICS_JA,問4,q_97ba73e4f11ce9c546d3c234,6,latex_in_text
eju-2011-1-science-ja,PHYSICS_JA,問5,q_3b5c38369327b73c653b80e9,7,latex_in_text
eju-2011-1-science-ja,PHYSICS_JA,問6,q_7a8ec8640af95b70136a1380,8,latex_in_text
eju-2011-1-science-ja,PHYSICS_JA,問7,q_a0c1f0d2527b5f13743642f5,9,latex_in_text
eju-2011-1-science-ja,PHYSICS_JA,問2,q_4dea2d9dd8ac2049ed5ff976,11,latex_in_text
eju-2011-1-science-ja,PHYSICS_JA,問3,q_4d2024a6d0c6250d5c3c734c,12,latex_in_text
eju-2011-1-science-ja,PHYSICS_JA,問3,q_c136fb497986bd2db8535fdb,15,latex_in_text
eju-2011-1-science-ja,PHYSICS_JA,問1,q_50cc0366ecc746511e491b9f,16,latex_in_text
eju-2011-1-science-ja,PHYSICS_JA,問2,q_658612ee6814d62712908780,17,latex_in_text;explicit_figure_reference
eju-2011-1-science-ja,PHYSICS_JA,問3,q_420976bc5c7a63a9c40b0bc6,18,latex_in_text
eju-2011-1-science-ja,PHYSICS_JA,問5,q_796e4411d49575ea878b5849,20,latex_in_text
eju-2011-1-science-ja,CHEMISTRY_JA,問3,q_7db29a5d47209c8a309a54eb,23,latex_in_text
eju-2011-1-science-ja,CHEMISTRY_JA,問6,q_fc1a840a77518a167b5237bd,25,latex_in_text;explicit_figure_reference
eju-2011-1-science-ja,CHEMISTRY_JA,問7,q_cb221bef0e7c1c82f85c12a3,26,latex_in_text;underline_reference
eju-2011-1-science-ja,CHEMISTRY_JA,問8,q_bf4f019925091ed253291005,27,latex_in_text;explicit_figure_reference
eju-2011-1-science-ja,CHEMISTRY_JA,問9,q_b3de5aacb88a25c35c0f3670,28,latex_in_text
eju-2011-1-science-ja,CHEMISTRY_JA,問10,q_640483c6f2caee12fd34d275,28,latex_in_text
eju-2011-1-science-ja,CHEMISTRY_JA,問11,q_6834a3c289c71415a9b3c890,28,latex_in_text
eju-2011-1-science-ja,CHEMISTRY_JA,問12,q_2f0c49d83fe645e3470f5260,29,latex_in_text
eju-2011-1-science-ja,CHEMISTRY_JA,問13,q_4c465b61e98cd4771eec0c57,29,latex_in_text
eju-2011-1-science-ja,CHEMISTRY_JA,問15,q_54c40b1f514f6395117e4b53,31,latex_in_text;explicit_figure_reference
eju-2011-1-science-ja,CHEMISTRY_JA,問16,q_132a110789ce27184d1faf5a,32,latex_in_text
eju-2011-1-science-ja,CHEMISTRY_JA,問17,q_981db7bff4a54a8b0d96f712,32,latex_in_text
eju-2011-1-science-ja,CHEMISTRY_JA,問18,q_11c3612944721428b20b691c,32,latex_in_text
eju-2011-1-science-ja,BIOLOGY_JA,問3,q_beb88e7ae6d261131dffb427,37,explicit_figure_reference
eju-2011-1-science-ja,BIOLOGY_JA,問6,q_abd24d9a686ae1e4196875b6,39,explicit_figure_reference
eju-2011-1-science-ja,BIOLOGY_JA,問7,q_5a9325492f9c524dc0fd7810,40,latex_in_text;explicit_figure_reference
eju-2011-1-science-ja,BIOLOGY_JA,問11,q_5ad44a2b4128b1bb2de61fb4,43,explicit_figure_reference
eju-2011-1-science-ja,BIOLOGY_JA,問12(1),q_53f75a318fc11afef382deef,45,explicit_figure_reference
eju-2011-1-science-ja,BIOLOGY_JA,問12(2),q_32596feadc0f898b4bb5af3b,45,explicit_figure_reference
eju-2011-1-science-ja,BIOLOGY_JA,問13(2),q_06c4c9144eb8496574d556aa,47,underline_reference
eju-2011-1-science-ja,BIOLOGY_JA,問14,q_878e510c445344dac7fd6173,48,latex_in_text
eju-2011-1-science-ja,BIOLOGY_JA,問15,q_8605d5f80665c5e0daa03792,49,latex_in_text
eju-2011-1-science-ja,BIOLOGY_JA,問16,q_bee086824d0cb74a409f7a1b,50,explicit_figure_reference
eju-2011-2-japan-world-ja,JAPAN_AND_WORLD_JA,問1(3),q_7ed1f9f3661b820c0f44d88f,4,explicit_figure_reference;underline_reference
eju-2011-2-japan-world-ja,JAPAN_AND_WORLD_JA,問1(4),q_8bc3be826483ccfff6293cf3,4,underline_reference
eju-2011-2-japan-world-ja,JAPAN_AND_WORLD_JA,問2(2),q_702feda3f81d1c81f869fd6a,5,underline_reference
eju-2011-2-japan-world-ja,JAPAN_AND_WORLD_JA,問2(4),q_dca329f45fb5ae7979000484,6,underline_reference
eju-2011-2-japan-world-ja,JAPAN_AND_WORLD_JA,問10,q_e216b5ec947251480c7b2b88,10,explicit_figure_reference
eju-2011-2-math-c1-ja,MATHEMATICS_COURSE_1_JA,第III問,q_543720d8581d842fce757266,1,latex_in_text;guidance_as_question
eju-2011-2-math-c1-ja,MATHEMATICS_COURSE_1_JA,I 問1,q_73f8126476fd626dcee9044f,3,latex_in_text
eju-2011-2-math-c1-ja,MATHEMATICS_COURSE_1_JA,I 問2,q_3ff4fed93a018afac1b4554f,5,latex_in_text;explicit_figure_reference
eju-2011-2-math-c1-ja,MATHEMATICS_COURSE_1_JA,II 問2,q_394ae3d245cfc5fd6c87ec88,9,latex_in_text
eju-2011-2-math-c1-ja,MATHEMATICS_COURSE_1_JA,第IV問,q_87451bb90e4732498ec67282,13,latex_in_text
eju-2011-2-math-c2-ja,MATHEMATICS_COURSE_2_JA,第II問,q_381bd73220a811a865623aea,1,guidance_as_question
eju-2011-2-math-c2-ja,MATHEMATICS_COURSE_2_JA,第III問,q_7474afef8d7162dd9cef3d4f,1,latex_in_text;guidance_as_question
eju-2011-2-math-c2-ja,MATHEMATICS_COURSE_2_JA,I 問1,q_1be835331f9fff685fd702da,3,latex_in_text
eju-2011-2-math-c2-ja,MATHEMATICS_COURSE_2_JA,I 問2,q_d8fad2b47a86be357bd28527,5,latex_in_text;explicit_figure_reference
eju-2011-2-math-c2-ja,MATHEMATICS_COURSE_2_JA,IV 問1,q_1030e17ca57551b8ff8b76ae,11,latex_in_text
eju-2011-2-math-c2-ja,MATHEMATICS_COURSE_2_JA,IV 問2,q_12ad8fb9de99bee88be2e9fb,13,latex_in_text
eju-2011-2-science-ja,PHYSICS_JA,問3,q_1cf7181a2b5c6f86a1929185,5,latex_in_text
eju-2011-2-science-ja,PHYSICS_JA,問5,q_dfdcffe230cd606e7dd2339b,7,latex_in_text;explicit_figure_reference
eju-2011-2-science-ja,PHYSICS_JA,問6,q_531c97b16680abda9779b994,8,latex_in_text
eju-2011-2-science-ja,PHYSICS_JA,問7,q_7d1c0c21fb8a2f2703e57a34,9,latex_in_text
eju-2011-2-science-ja,BIOLOGY_JA,問2,q_a8433a17fb59f888102b4a99,34,explicit_figure_reference
eju-2011-2-science-ja,BIOLOGY_JA,問5(1),q_ebff2fde2ba6da449a9f2a25,36,explicit_figure_reference
eju-2011-2-science-ja,BIOLOGY_JA,問5(2),q_1fc93c2f1db3c928bdaed432,37,explicit_figure_reference
eju-2011-2-science-ja,BIOLOGY_JA,問6,q_a5b89c88dd38261b7dcf043c,37,latex_in_text
eju-2011-2-science-ja,BIOLOGY_JA,問13(1),q_aa990d5262501cb387052db2,43,explicit_figure_reference;underline_reference
eju-2012-1-japan-world-ja,JAPAN_AND_WORLD_JA,問1(2),q_c835743580fef9f8f800dcc1,3,explicit_figure_reference;underline_reference
eju-2012-1-japan-world-ja,JAPAN_AND_WORLD_JA,問1(3),q_2ec422b41cb8e1411c0adfd5,4,underline_reference
eju-2012-1-japan-world-ja,JAPAN_AND_WORLD_JA,問1(4),q_d62167df0496be0b4aaa2389,4,underline_reference
eju-2012-1-japan-world-ja,JAPAN_AND_WORLD_JA,問2(2),q_1e43093f29157c7456e34fbd,6,underline_reference
eju-2012-1-japan-world-ja,JAPAN_AND_WORLD_JA,問2(3),q_8270562002667078ecea4214,6,underline_reference
eju-2012-1-japan-world-ja,JAPAN_AND_WORLD_JA,問2(4),q_320d0fd56cdaa4ec2aaa41f4,6,underline_reference
eju-2012-1-japan-world-ja,JAPAN_AND_WORLD_JA,問8,q_545fadb65ece8d320b7847c9,11,explicit_figure_reference
eju-2012-1-japan-world-ja,JAPAN_AND_WORLD_JA,問14(1),q_b811e088eacb489ce5faa805,18,explicit_figure_reference
eju-2012-1-japan-world-ja,JAPAN_AND_WORLD_JA,問14(2),q_56f5e3611b8bc888a1c4a290,18,explicit_figure_reference
eju-2012-1-japan-world-ja,JAPAN_AND_WORLD_JA,問19(1),q_153f6cf7f7cc9770bb29df3a,22,underline_reference
eju-2012-1-japan-world-ja,JAPAN_AND_WORLD_JA,問19(2),q_c29f1ded4cc7c77cd5496a3c,22,underline_reference
eju-2012-1-math-c1-ja,MATHEMATICS_COURSE_1_JA,第III問,q_e2e5bf0377f583b47c6167c4,1,latex_in_text;guidance_as_question
eju-2012-1-math-c1-ja,MATHEMATICS_COURSE_1_JA,I 問1,q_80ee99b34bfd83afbd2dc00c,3,latex_in_text;explicit_figure_reference
eju-2012-1-math-c1-ja,MATHEMATICS_COURSE_1_JA,I 問2,q_b819d04e1f6fccf74926ec3d,5,latex_in_text
eju-2012-1-math-c1-ja,MATHEMATICS_COURSE_1_JA,II 問1,q_d81635bbc098d12c2edc4733,7,latex_in_text
eju-2012-1-math-c1-ja,MATHEMATICS_COURSE_1_JA,II 問2,q_5d7564a1fd4ac382583e2bd3,9,latex_in_text
eju-2012-1-math-c1-ja,MATHEMATICS_COURSE_1_JA,第IV問,q_7a8d53b4079238f3c3b90aaa,13,latex_in_text
eju-2012-1-science-ja,PHYSICS_JA,問2,q_646a7e316f3849ba013b623d,4,latex_in_text
eju-2012-1-science-ja,PHYSICS_JA,問3,q_00d2451ef315d6be49b0a33d,5,latex_in_text;explicit_figure_reference
eju-2012-1-science-ja,PHYSICS_JA,問4,q_bffa5a1289b6a8d52980bd8f,6,latex_in_text
eju-2012-1-science-ja,PHYSICS_JA,問5,q_4887d6560b043ee2412d4eea,7,explicit_figure_reference
eju-2012-1-science-ja,PHYSICS_JA,問6,q_e6859850bce355506141c430,8,latex_in_text
eju-2012-1-science-ja,PHYSICS_JA,問7,q_db2268b5c8e378c7a71a6402,9,latex_in_text
eju-2012-1-science-ja,PHYSICS_JA,問3,q_cf3cf59688471308cd075dc7,12,latex_in_text
eju-2012-1-science-ja,PHYSICS_JA,問1,q_7677e50f1ede496d865bc9ae,16,latex_in_text
eju-2012-1-science-ja,PHYSICS_JA,問2,q_c741901fbd84e43ca6ed5b11,17,latex_in_text;explicit_figure_reference
eju-2012-1-science-ja,PHYSICS_JA,問3,q_92b2341b3fa9bd09b2a2fa46,18,latex_in_text
eju-2012-1-science-ja,PHYSICS_JA,問4,q_b5040ec1f45b2e05a4ac853a,19,explicit_figure_reference
eju-2012-1-science-ja,PHYSICS_JA,問5,q_8d26b009cfe0c25b282d3857,20,latex_in_text
eju-2012-1-science-ja,CHEMISTRY_JA,問3,q_ed6064ef18cabb0497368592,24,latex_in_text
eju-2012-1-science-ja,CHEMISTRY_JA,問6,q_950ab0e999084e0e6bcf9d7b,25,latex_in_text
eju-2012-1-science-ja,CHEMISTRY_JA,問10,q_0603f75a29bd96a5be28bec9,28,latex_in_text
eju-2012-1-science-ja,CHEMISTRY_JA,問11,q_7c8014f0bbd403aad120e044,28,latex_in_text
eju-2012-1-science-ja,CHEMISTRY_JA,問12,q_31530fdbce5ed622bbc1f3e0,29,latex_in_text
eju-2012-1-science-ja,CHEMISTRY_JA,問15,q_8a9d30e4236902b247a38998,31,explicit_figure_reference
eju-2012-1-science-ja,CHEMISTRY_JA,問19,q_6e2cf10d30476a49eb089005,33,latex_in_text
eju-2012-1-science-ja,CHEMISTRY_JA,問20,q_791f095bb5fe9908fa3f0c21,34,latex_in_text
eju-2012-1-science-ja,BIOLOGY_JA,問5(2),q_46e4528c5171d4e218550e48,38,explicit_figure_reference
eju-2012-1-science-ja,BIOLOGY_JA,問6,q_485a3cc18dee379aa55ee152,39,explicit_figure_reference
eju-2012-2-japan-world-ja,JAPAN_AND_WORLD_JA,問1(2),q_dd7e55102ac0f981746b1f28,3,underline_reference
eju-2012-2-japan-world-ja,JAPAN_AND_WORLD_JA,問1(3),q_58c8c6433151da4407d5b40c,3,underline_reference
eju-2012-2-japan-world-ja,JAPAN_AND_WORLD_JA,問1(4),q_05870bae7f4bb55e4ff9b45b,4,underline_reference
eju-2012-2-japan-world-ja,JAPAN_AND_WORLD_JA,問2(2),q_b1db58e05358d307ce790be2,6,underline_reference
eju-2012-2-japan-world-ja,JAPAN_AND_WORLD_JA,問2(3),q_dc35577c5a872a3a33c369e1,6,underline_reference
eju-2012-2-japan-world-ja,JAPAN_AND_WORLD_JA,問5,q_e3b03cb78bfec888371555d4,9,explicit_figure_reference
eju-2012-2-japan-world-ja,JAPAN_AND_WORLD_JA,問13,q_a6da0208434d6cc0d20d1000,16,explicit_figure_reference
eju-2012-2-japan-world-ja,JAPAN_AND_WORLD_JA,問14,q_51c4aa4b486178eb74213be2,17,underline_reference
eju-2012-2-japan-world-ja,JAPAN_AND_WORLD_JA,問15(2),q_fdfe44035e70e4ed9f7b0fd0,18,underline_reference
eju-2012-2-japan-world-ja,JAPAN_AND_WORLD_JA,問16,q_40213f963e236c25b335d02f,19,explicit_figure_reference
eju-2012-2-math-c1-ja,MATHEMATICS_COURSE_1_JA,第III問,q_bbd5430ea910049e9b6dae32,1,latex_in_text;guidance_as_question
eju-2012-2-math-c1-ja,MATHEMATICS_COURSE_1_JA,I 問1,q_a95fcaf467db348d9f2206d3,3,latex_in_text;explicit_figure_reference
eju-2012-2-math-c1-ja,MATHEMATICS_COURSE_1_JA,I 問2,q_54e4418eb9eac12adbdcb0a8,5,latex_in_text
eju-2012-2-math-c1-ja,MATHEMATICS_COURSE_1_JA,II 問1,q_c4be6b4814536eb99fc3885d,7,latex_in_text
eju-2012-2-math-c1-ja,MATHEMATICS_COURSE_1_JA,II 問2,q_831e62ca9275d70205586cd2,9,latex_in_text
eju-2012-2-math-c2-ja,MATHEMATICS_COURSE_2_JA,第II問,q_b58cbf35655a040158b7f13b,1,guidance_as_question
eju-2012-2-math-c2-ja,MATHEMATICS_COURSE_2_JA,第III問,q_d166eddc11a4146c175bb18e,1,latex_in_text;guidance_as_question
eju-2012-2-math-c2-ja,MATHEMATICS_COURSE_2_JA,I 問1,q_907e840a12a22d43261dfcfa,3,latex_in_text;explicit_figure_reference
eju-2012-2-math-c2-ja,MATHEMATICS_COURSE_2_JA,I 問2,q_6653171417814218987161c6,5,latex_in_text
eju-2012-2-science-ja,PHYSICS_JA,問2,q_906c21fa1506074d27f70dae,4,latex_in_text;duplicate_options
eju-2012-2-science-ja,PHYSICS_JA,問3,q_76f7edb0b27565fcb91e0c92,5,latex_in_text
eju-2012-2-science-ja,PHYSICS_JA,問5,q_8073c0b8ce1453161d3ee73f,7,latex_in_text
eju-2012-2-science-ja,PHYSICS_JA,問6,q_42742a5a95ea61b9c20f1fb4,8,latex_in_text
eju-2012-2-science-ja,PHYSICS_JA,問7,q_da4964582ada533c911310a6,9,latex_in_text
eju-2012-2-science-ja,PHYSICS_JA,問3,q_d31d29cd8adf605c0f73c45d,12,latex_in_text
eju-2012-2-science-ja,PHYSICS_JA,問2,q_9972289c399831957648be35,14,latex_in_text
eju-2012-2-science-ja,PHYSICS_JA,問3,q_ae9cd65a78b022ca84cf0281,15,explicit_figure_reference;duplicate_options
eju-2012-2-science-ja,PHYSICS_JA,問3,q_a07d9507912f939b61f48f14,18,latex_in_text
